Período;Nº de acionamentos do Serviço de Helicópteros de Emergência Médica (SHEM);Nº de acionamentos das Viaturas Médica de Emergência e Reanimação (VMER);Nº de acionamentos de Ambulâncias de Transporte Inter-Hospitalar Pediátrico (TIP);Nº de acionamentos das Ambulâncias de Suporte Imediato de Vida (SIV);Nº de acionamentos das Ambulâncias de Emergência Médica (AEM);Nº de acionamentos dos Motociclos de Emergência Médica (MEM);Nº de acionamentos das Unidade Móvel de Intervenção Psicológica de Emergência (UMIPE);Nº de acionamentos das Ambulâncias de Socorro sedeadas em Postos de Emergência Médica (PEM);Nº de acionamentos das Ambulâncias de Socorro sedeadas em Postos Reserva (RES);Nº de acionamentos das Ambulâncias sedeadas em Postos Não INEM (NINEM)
2020-09-27;1;198;0;87;284;0;4;2001;234;99
2020-10-08;8;229;0;78;332;22;3;2383;270;126
2020-10-11;5;221;3;75;293;0;5;2110;233;97
2020-10-23;3;220;4;73;337;17;3;2259;262;116
2020-10-28;3;232;2;100;347;19;4;2372;293;122
2020-10-31;0;249;2;76;350;0;3;2299;241;111
2020-11-03;2;185;1;77;343;6;2;2230;250;105
2020-11-04;5;219;2;78;310;20;2;2186;269;119
2020-11-08;0;210;5;65;292;0;3;2106;218;93
2020-11-11;1;211;0;92;329;8;3;2363;248;125
2020-11-20;2;246;0;79;321;16;4;2489;246;137
2020-11-22;0;198;0;81;268;0;2;2008;200;93
2020-11-27;3;222;0;85;332;14;3;2509;252;134
2020-12-08;3;223;3;80;282;0;2;2081;237;121
2020-12-16;1;224;5;80;329;6;5;2310;258;131
2020-12-19;2;245;1;93;318;0;2;2268;228;93
2021-01-04;7;282;5;108;430;24;4;3024;318;129
2021-01-05;3;258;1;105;412;29;3;2980;305;148
2021-01-06;3;282;3;109;393;30;3;2807;292;137
2021-01-17;3;270;4;97;330;0;1;2356;243;111
2021-01-21;0;282;3;98;365;18;5;2546;264;151
2021-01-25;0;254;4;86;350;11;6;2548;282;143
2021-01-29;1;211;2;70;282;12;1;2054;220;92
2021-02-03;1;215;1;80;318;21;2;2121;211;105
2021-02-04;1;207;6;72;321;10;4;2006;200;109
2021-02-08;0;196;1;85;309;13;3;2094;188;110
2021-02-18;3;205;4;76;325;22;2;1899;201;83
2021-02-24;4;176;2;72;316;15;2;1951;188;69
2021-02-26;4;222;7;87;362;20;1;2001;212;95
2021-02-27;2;225;1;68;345;0;7;1900;198;91
2021-03-02;6;208;2;79;310;18;2;1832;166;78
2021-03-05;2;179;3;60;317;17;6;1929;200;87
2021-03-15;3;240;3;79;343;29;4;2139;224;85
2021-03-16;4;222;5;78;344;28;6;2039;213;85
2021-03-17;4;200;5;84;357;12;3;2039;195;76
2021-04-04;1;172;3;73;348;0;2;1850;186;84
2021-04-09;1;213;3;72;344;28;4;2190;224;107
2021-04-10;0;214;0;82;320;0;1;1917;181;80
2021-04-23;3;204;0;76;353;17;4;2189;237;87
2021-04-25;3;199;0;58;360;0;3;1866;188;76
2021-04-26;1;216;4;83;390;36;2;2459;229;109
2021-04-27;3;222;0;86;391;19;5;2223;243;99
2021-05-05;5;218;4;102;399;23;4;2326;224;104
2021-05-14;5;230;9;91;402;33;7;2453;249;85
2021-05-18;4;219;2;71;378;33;1;2397;240;98
2021-05-22;5;211;2;88;335;0;5;2162;210;93
2021-05-25;5;218;3;84;349;20;4;2481;239;118
2021-05-29;5;207;2;104;360;2;3;2326;217;92
2021-05-31;7;260;3;111;409;19;3;2703;256;138
2021-06-02;3;218;2;82;348;22;7;2489;237;112
2021-06-11;5;239;3;83;337;21;2;2692;258;158
2021-06-19;5;187;1;96;315;0;3;2256;216;112
2021-06-20;1;201;2;88;326;0;0;2143;226;113
2021-06-26;0;230;0;108;317;0;4;2523;231;129
2021-07-03;1;210;5;76;304;1;11;2431;237;108
2021-07-20;3;240;3;90;404;31;4;2560;235;119
2021-07-22;5;246;2;91;392;17;3;2510;253;124
2021-07-23;4;220;5;92;366;31;4;2599;263;119
2021-07-29;4;251;3;104;410;31;5;2587;239;101
2021-07-30;5;209;11;92;368;18;6;2620;238;95
2021-07-31;4;236;0;103;337;2;6;2419;231;98
2021-08-03;2;242;4;104;374;20;4;2584;220;131
2021-08-04;2;230;6;102;379;21;4;2573;234;95
2021-08-07;8;229;3;100;332;0;2;2580;261;106
2021-08-12;2;241;8;119;435;15;6;2674;276;91
2021-08-14;7;237;1;97;362;3;6;2778;245;104
2021-08-17;5;195;6;89;388;18;3;2699;262;106
2021-08-26;4;232;4;113;393;22;6;2622;269;107
2021-09-03;7;234;4;96;389;18;4;2596;261;106
2021-09-04;5;231;1;77;350;0;4;2540;242;105
2021-09-14;3;212;7;88;358;12;6;2410;228;120
2021-09-25;3;217;1;79;339;0;5;2394;241;115
2021-09-28;3;232;3;78;353;18;2;2516;237;102
2021-09-30;2;233;3;87;387;30;2;2603;212;97
2021-10-01;6;208;7;87;337;18;3;2538;258;128
2021-10-06;6;212;3;88;361;18;6;2795;257;106
2021-10-08;3;237;5;108;351;26;6;2798;279;135
2021-10-09;3;235;6;86;345;0;4;2542;219;129
2021-10-12;4;200;2;85;370;23;4;2666;256;100
2021-10-17;2;248;3;101;325;0;7;2333;233;122
2021-10-22;4;231;4;98;317;9;2;2546;266;147
2021-10-23;6;242;1;112;352;0;3;2543;239;102
2021-10-30;1;255;2;93;348;0;1;2555;270;100
2021-10-31;0;242;4;95;383;0;1;2548;215;129
2021-11-01;3;214;2;95;358;0;4;2392;251;144
2021-11-03;3;241;4;113;369;23;8;2583;223;116
2021-11-05;3;245;11;116;356;22;2;2830;240;113
2021-11-07;3;224;4;89;316;0;6;2592;225;124
2021-11-10;5;230;3;99;375;31;4;2844;260;105
2021-11-23;2;245;2;106;387;46;5;2708;253;109
2021-11-28;2;237;1;94;329;0;11;2516;228;111
2021-12-08;1;228;2;84;313;0;5;2336;225;118
2021-12-10;1;247;4;110;343;16;2;2809;260;128
2021-12-17;3;281;3;98;358;18;2;2782;265;110
2021-12-21;1;246;6;102;325;14;6;2573;262;104
2021-12-22;1;238;8;102;334;17;4;2486;262;112
2021-12-26;0;231;3;109;261;0;4;2494;243;94
2022-01-07;1;247;5;94;314;20;3;2651;216;115
2022-01-15;2;274;1;108;316;0;2;2472;236;112
2022-01-16;2;242;3;97;323;0;5;2527;229;116
2022-01-19;4;221;4;101;363;28;5;2740;241;137
2022-01-20;2;237;6;103;353;26;2;2825;274;128
2022-02-10;3;224;6;97;367;16;2;2651;234;129
2022-02-13;1;232;4;97;325;0;3;2305;225;119
2022-02-19;4;247;0;101;315;0;3;2371;227;121
2022-02-22;3;238;3;97;384;21;2;2593;239;107
2022-02-24;4;224;2;96;354;19;3;2470;196;146
2022-03-03;1;233;14;83;378;18;5;2472;250;103
2022-03-09;2;247;2;101;407;24;3;2546;243;127
2022-03-21;3;230;2;102;377;22;5;2858;255;117
2022-03-23;2;217;7;76;338;12;3;2642;262;129
2022-03-27;6;248;4;110;324;0;4;2579;261;119
2022-03-29;5;240;3;118;390;15;6;2839;262;103
2022-04-02;2;228;3;89;342;0;6;2547;246;112
2022-04-08;3;259;4;107;329;19;5;2760;265;127
2022-04-12;1;244;4;101;336;22;4;2601;236;127
2022-04-14;5;265;4;100;0;0;4;2720;294;143
2022-04-22;2;231;4;94;321;14;5;2627;276;124
2022-05-03;9;229;5;81;356;24;6;2767;267;133
2022-05-04;4;244;3;100;380;17;3;2824;278;122
2022-05-05;6;231;3;82;328;25;6;2844;278;135
2022-05-07;1;262;2;100;330;9;3;2794;307;135
2022-05-08;2;251;5;108;342;0;5;2777;262;117
2022-05-09;3;246;2;115;374;25;6;3124;290;124
2022-05-13;3;248;3;109;379;32;3;3052;296;138
2022-05-29;2;240;0;105;350;0;6;2827;320;129
2022-05-31;5;232;2;102;393;21;1;2926;304;114
2022-06-01;2;239;1;95;307;16;2;2968;283;144
2022-06-06;3;255;5;101;305;20;5;3006;283;129
2022-06-19;4;252;1;96;254;0;5;2599;269;137
2022-06-20;2;224;1;89;295;21;4;2718;251;142
2022-06-21;5;224;2;97;266;9;5;2557;247;137
2022-06-26;4;246;3;90;257;0;4;2505;253;130
2022-06-29;3;235;7;104;321;17;3;2710;280;109
2022-06-30;4;265;6;96;274;11;2;2709;253;119
2022-07-05;1;209;4;91;306;32;2;2702;264;130
2022-07-09;5;263;3;106;304;0;4;3074;312;133
2022-07-10;6;274;5;110;322;2;6;2936;283;145
2022-07-11;5;267;3;107;359;10;6;3091;327;120
2022-07-12;3;240;2;116;342;18;3;3111;311;126
2022-07-13;6;271;4;126;381;20;5;3041;296;146
2022-07-22;2;244;0;104;323;28;6;2880;285;110
2022-08-06;6;251;3;97;296;11;6;2654;256;106
2022-08-08;3;243;4;118;348;33;3;2867;281;116
2022-08-14;4;230;1;108;311;7;4;2634;250;107
2022-08-18;3;233;6;111;323;25;5;2678;235;109
2022-08-21;5;237;2;115;306;4;6;2740;271;107
2022-08-23;3;227;3;100;324;18;3;2862;265;108
2022-08-24;1;249;1;113;323;19;3;2633;240;92
2022-09-04;3;222;2;78;272;0;6;2437;238;128
2022-09-08;2;228;5;91;296;19;4;2781;273;150
2022-09-09;3;227;4;101;325;30;1;2800;272;143
2022-09-14;0;231;6;92;284;16;7;2606;251;128
2022-09-16;3;237;2;103;303;30;3;2881;275;162
2022-09-17;2;240;4;111;321;0;6;2801;278;164
2022-10-04;2;221;5;112;269;24;3;2682;248;144
2022-10-08;5;250;2;105;272;1;3;2668;280;161
2022-10-14;6;250;4;114;241;23;7;2939;315;164
2022-10-26;5;212;7;83;297;27;1;2800;267;149
2022-10-28;4;241;6;98;276;35;5;2733;291;160
2022-11-09;1;280;6;108;308;24;2;2964;255;150
2022-11-16;0;204;7;86;288;30;3;2715;280;136
2022-11-25;7;242;4;92;291;26;1;3044;290;174
2022-11-30;2;262;4;99;299;15;5;2755;265;135
2022-12-01;2;242;4;108;240;0;2;2690;264;128
2022-12-04;3;280;6;108;241;0;2;2823;236;149
2022-12-12;0;270;7;115;273;17;4;3150;276;164
2022-12-13;1;276;4;129;292;10;1;3018;258;126
2022-12-14;1;271;7;108;283;12;2;2922;272;150
2022-12-16;3;269;7;113;287;18;2;3006;279;142
2022-12-21;0;273;4;125;265;28;2;2929;262;149
2022-12-24;4;262;2;124;258;0;3;2619;202;117
2022-12-28;3;288;3;105;287;31;3;2842;256;157
2022-12-29;0;251;6;120;288;24;2;2823;241;142
2023-01-04;4;257;3;101;333;24;6;2972;240;140
2023-01-08;4;242;6;115;260;0;3;2707;216;148
2023-01-11;2;241;4;110;339;28;2;2875;209;130
2023-01-16;0;283;8;98;334;30;3;2842;213;148
2023-01-20;1;284;3;111;315;31;4;2966;230;147
2023-02-08;3;247;4;102;327;11;2;2803;204;133
2023-02-14;2;279;3;105;299;17;2;2956;262;125
2023-02-15;3;251;7;95;321;14;1;2851;226;166
2023-02-17;5;241;5;112;334;22;5;2892;246;156
2023-03-04;2;251;2;121;310;1;3;2752;222;162
2023-03-07;2;255;7;90;316;22;2;2814;256;172
2023-03-11;1;277;3;103;303;0;6;2694;203;145
2023-03-15;2;225;5;93;293;20;4;2870;229;130
2023-03-19;1;247;3;103;276;0;5;2605;222;135
2023-03-20;5;243;4;95;352;32;0;2947;229;146
2023-03-21;0;240;5;88;361;31;1;2642;229;126
2023-03-30;4;244;4;100;326;20;2;2749;221;141
2023-04-12;3;203;3;85;249;18;4;2482;193;151
2023-04-21;2;220;9;109;269;28;3;2856;206;162
2023-04-30;5;255;1;101;238;0;4;2647;224;154
2023-05-09;0;234;3;92;330;25;7;2800;246;157
2023-05-14;1;235;5;102;269;1;5;2680;196;172
2023-05-27;4;252;4;89;256;15;8;2756;196;170
2023-06-17;6;236;2;105;277;3;3;2736;231;143
2023-06-21;7;254;3;107;274;22;2;2898;177;140
2023-06-30;4;238;5;110;316;36;5;2894;225;166
2023-07-01;6;252;3;117;224;9;1;2973;246;156
2023-07-08;3;227;4;118;223;6;2;2806;224;139
2023-08-02;4;244;7;119;274;29;4;3059;330;127
2023-08-06;6;267;3;144;271;10;2;3114;319;146
2023-08-07;4;269;4;105;330;48;3;3324;332;115
2023-08-08;5;284;4;121;320;19;4;3095;324;94
2023-08-21;2;245;5;106;271;25;3;3353;346;47
2023-08-22;7;250;4;105;288;27;5;3244;335;47
2023-08-25;5;248;8;110;300;27;0;3171;354;65
2023-08-30;6;228;6;94;263;20;2;2863;275;72
2023-09-07;5;243;4;87;263;34;3;2820;266;91
2023-09-08;2;228;6;93;267;35;3;2800;334;73
2023-10-07;7;226;3;98;221;2;4;2710;277;117
2023-10-10;4;217;5;98;255;22;1;2966;251;145
2023-10-11;4;244;5;82;273;20;1;2900;314;148
2023-10-12;2;243;3;106;289;24;5;2834;276;89
2023-10-19;0;223;2;100;279;8;2;2569;266;103
2023-10-20;1;226;5;92;277;31;2;2709;266;100
2023-10-23;2;267;6;100;295;23;1;2762;282;137
2023-10-25;0;236;5;94;260;19;1;2766;261;134
2023-10-26;1;225;5;94;293;20;1;2623;276;137
2023-10-29;1;254;1;97;282;2;3;2608;230;105
2023-11-02;4;231;3;88;261;10;1;2662;251;142
2023-11-11;2;235;2;97;273;0;1;2731;289;124
2023-11-16;0;222;4;102;281;24;2;2819;279;146
2023-11-25;4;252;4;102;250;0;5;2689;279;143
2023-11-29;2;254;9;121;323;25;0;2954;269;133
2023-11-30;1;225;8;117;276;9;2;2806;291;157
2023-12-12;0;273;6;101;256;12;2;2892;309;142
2023-12-15;4;275;6;107;254;34;2;3033;308;140
2023-12-20;2;292;7;99;314;22;6;3121;350;132
2023-12-24;6;277;4;117;247;0;3;2933;335;111
2023-12-27;0;325;6;130;284;19;2;3371;374;136
2023-12-31;6;314;3;130;275;0;2;3159;343;108
2024-01-05;2;298;1;115;289;20;3;2987;322;165
2024-01-20;5;260;2;118;274;0;1;2573;322;125
2024-01-29;1;258;4;98;290;20;2;2732;333;137
2024-02-17;4;244;4;90;256;0;5;2557;291;101
2024-02-19;2;251;3;101;326;21;5;2840;317;121
2024-02-26;2;280;3;106;310;21;10;2727;358;139
2024-02-27;5;261;1;95;317;24;1;2685;337;127
2024-03-04;1;267;6;127;247;18;4;2816;419;153
2024-03-05;3;282;2;113;253;23;1;2880;380;139
2024-03-09;0;263;4;110;241;0;6;2687;337;138
2024-03-17;7;265;2;88;249;0;1;2744;367;134
2024-04-12;8;262;5;107;259;27;5;2953;364;156
2024-04-22;1;254;4;101;285;30;5;3069;373;141
2024-04-24;8;250;1;92;238;34;4;2824;352;137
2024-04-28;2;236;6;98;212;4;4;2475;275;147
2024-05-03;4;230;5;86;249;24;6;2768;317;164
2024-05-09;3;269;4;104;300;14;3;3068;337;160
2024-05-12;2;206;3;91;231;6;3;2788;282;143
2024-05-14;1;247;2;83;240;22;5;2717;331;164
2024-05-18;5;238;2;80;189;3;6;2590;302;150
2024-05-20;9;243;5;101;228;26;2;3014;345;137
2024-05-21;2;263;3;95;249;15;4;2766;293;150
2024-05-24;3;231;1;99;251;21;4;3047;305;150
2024-05-27;3;226;2;113;240;26;2;3002;322;136
2024-05-28;2;241;2;107;294;17;5;3006;315;137
2024-05-31;7;255;5;101;231;50;3;3132;378;173
2024-06-03;5;287;2;108;210;40;1;3058;377;155
2024-06-04;2;247;2;105;245;46;1;3066;329;132
2024-06-15;2;231;3;95;189;7;1;2621;266;146
2024-06-20;1;240;2;93;229;39;7;2719;276;126
2024-06-26;4;212;8;103;238;23;2;2838;315;117
2024-07-01;3;241;4;106;250;20;6;2949;291;140
2024-07-06;4;235;3;102;211;4;4;2844;292;136
2024-07-07;3;229;0;96;220;9;2;2766;267;124
2024-07-08;5;227;2;112;251;24;5;2986;328;106
2024-07-10;4;266;6;84;275;19;3;2861;354;140
2024-07-12;5;250;4;117;253;23;5;2934;310;137
2024-07-17;7;205;1;95;249;29;4;2778;295;110
2024-07-23;3;251;3;96;304;37;5;3025;313;122
2024-07-24;4;246;4;115;290;42;3;3047;277;123
2024-07-25;6;251;0;90;260;34;2;2876;294;131
2024-08-07;3;259;3;102;240;36;3;2929;264;142
2024-08-09;7;252;4;112;241;33;3;2935;296;116
2024-08-13;6;232;2;97;233;24;4;2630;255;116
2024-08-17;2;207;0;116;196;8;3;2745;252;129
2024-08-26;2;227;4;107;232;38;2;2904;276;148
2024-09-08;2;230;1;94;201;9;3;2601;217;114
2024-09-13;5;241;4;100;245;32;4;2792;239;131
2024-09-27;8;236;2;71;225;27;3;2720;261;136
2024-10-02;0;226;4;103;258;19;7;2876;284;100
2024-10-07;3;228;3;98;253;27;3;2962;310;120
2024-10-10;2;239;2;96;268;26;4;2986;281;114
2024-10-14;3;228;1;93;265;34;7;3182;305;132
2024-10-16;1;217;3;96;290;15;5;2679;274;111
2024-11-06;1;255;8;89;221;14;3;3010;284;141
2024-11-07;4;251;5;87;206;21;5;2909;252;167
2024-11-09;2;302;5;104;213;0;3;2843;242;145
2024-11-17;2;245;1;107;230;0;2;2713;232;124
2024-11-30;0;276;5;113;249;0;3;2881;249;106
2024-12-02;2;247;4;107;273;27;5;3017;285;152
2024-12-06;1;229;4;93;284;28;6;2838;273;134
2024-12-07;0;243;2;89;250;0;4;2672;234;144
2024-12-08;1;257;2;103;232;0;4;2638;242;97
2024-12-11;3;257;9;99;267;32;6;3069;256;139
2024-12-19;4;258;3;121;296;24;3;3149;317;153
2024-12-22;1;282;4;113;245;0;2;3045;305;133
2024-12-28;0;297;3;106;239;0;5;3030;316;118
2025-01-02;1;258;5;108;303;16;3;3383;467;20
2025-01-03;1;260;4;121;294;30;4;3386;466;4
2025-01-11;2;269;3;107;238;1;1;2930;396;1
2025-01-13;4;269;6;103;287;23;4;3128;459;2
2025-01-16;4;254;1;91;313;21;5;3120;426;0
2025-01-28;4;248;8;103;285;12;5;2947;390;0
2025-02-07;1;253;5;127;263;16;4;3119;426;1
2025-02-11;1;265;4;110;276;14;7;3090;387;0
2025-02-16;2;286;1;112;258;0;4;2938;388;0
2025-02-23;4;249;1;117;264;0;5;2980;405;1
2025-03-05;1;225;5;96;266;26;5;3067;421;1
2025-03-10;1;275;5;116;305;19;6;3353;466;2
2025-03-14;3;283;4;106;267;34;4;3346;424;4
2025-03-16;4;247;0;109;216;0;2;2792;431;0
2025-03-19;3;263;4;111;264;14;5;3079;421;1
2025-03-22;2;250;2;104;224;0;4;2890;374;1
