RESERVA_TER_COD,RESERVA_LOCAL,RESERVA_DESTINO,RESERVA_DESCRICAO,RESERVA_POSICAO,VEICULO,RESERVA_TIPO_FACT,PED_COD_SERVICO,PED_NUM_VEICULOS,PED_NUM_BOMBEIROS,PED_KILOMETROS,PED_LOCAL,DURACAO_MINUTOS,ANO,MES,DIA_SEMANA,HORA_SAIDA_NUM,MINUTOS_SAIDA,TURNO
1,5,21,4,1,6,1,4123,1,1,340,14,375,2008,2,1,10,640,3
3,5,716,4,1,7,4,4123,1,1,220,655,200,2008,2,1,11,670,3
1,5,10,38,1,7,1,4119,1,1,340,30,265,2008,2,1,15,900,1
3,5,633,4,1,3,4,4119,1,1,340,557,510,2008,2,2,6,390,4
1,5,10,38,1,1,1,4123,1,1,360,6,435,2008,2,2,8,480,3
3,5,210,38,2,6,2,4119,1,1,40,265,40,2008,2,2,8,500,3
1,139,1321,38,2,4,2,4119,1,2,70,937,105,2008,2,2,13,780,1
1,142,20,4,1,3,2,4119,1,2,110,22,170,2008,2,2,15,955,1
3,19,10,4,2,7,4,4119,1,1,340,408,390,2008,2,2,11,690,3
3,5,1504,4,4,6,4,4119,1,1,140,22,330,2008,2,2,13,780,1
1,1,12,38,1,11,1,4123,1,1,220,655,175,2008,2,2,13,795,1
1,5,21,4,2,12,1,4123,1,1,330,14,370,2008,2,2,14,885,1
3,5,122,4,2,8,2,4119,1,2,40,254,35,2008,2,2,17,1020,1
1,5,722,38,1,4,1,4119,1,1,140,1837,160,2008,2,2,18,1100,1
1,5,89,4,1,3,1,4119,1,2,40,93,100,2008,2,2,19,1140,2
1,5,267,4,1,11,1,4119,1,1,180,300,160,2008,2,2,19,1160,2
1,144,191,45,1,4,2,4119,1,1,190,49,1280,2008,2,2,21,1300,2
1,209,172,45,1,6,2,4119,1,1,100,183,1311,2008,2,2,23,1391,2
1,5,716,38,1,11,1,4119,1,2,220,13,315,2008,2,3,8,510,3
1,5,716,38,1,11,1,4119,1,2,220,13,315,2008,2,3,8,510,3
1,1,259,38,1,6,1,4119,1,1,110,290,125,2008,2,3,11,660,3
3,5,1505,38,1,3,4,4119,1,1,120,292,130,2008,2,3,14,840,1
1,5,88,38,1,1,1,4119,1,1,420,294,480,2008,2,3,11,660,3
1,1,197,38,1,7,1,4119,1,1,180,208,203,2008,2,3,12,767,3
1,142,1394,38,1,3,2,4119,1,2,30,135,40,2008,2,3,20,1230,2
1,142,1506,38,1,3,2,4119,1,2,30,135,40,2008,2,3,20,1230,2
3,5,1507,4,1,3,4,4119,1,1,10,1838,55,2008,2,3,16,965,1
1,139,10,38,1,11,2,4119,1,1,340,408,330,2008,2,3,17,1020,1
32,1,52,4,1,4,1,4119,1,1,10,135,42,2008,2,3,22,1343,2
3,209,13,4,1,11,2,4119,1,2,100,1632,135,2008,2,4,8,510,3
2,209,180,4,1,18,2,4119,1,2,20,551,56,2008,2,4,8,524,3
1,209,1508,38,1,7,2,4123,1,1,690,1839,470,2008,2,4,9,570,3
1,5,1509,38,1,5,1,4119,1,1,25,1354,70,2008,2,4,10,600,3
1,5,88,38,1,6,2,4119,1,1,420,165,450,2008,2,4,12,720,3
1,5,21,38,1,3,1,4119,1,1,340,24,360,2008,2,4,12,720,3
1,5,336,4,1,4,1,4119,1,1,70,401,80,2008,2,4,19,1180,2
3,5,1504,4,4,4,2,4119,1,1,140,60,330,2008,2,4,13,780,1
1,1,1510,4,3,11,2,4119,1,1,80,1840,110,2008,2,4,20,1200,2
1,5,1183,4,1,3,1,4119,1,1,150,1365,150,2008,2,4,19,1180,2
1,1,1,38,1,11,1,4123,1,1,170,1,195,2008,2,4,16,990,1
3,5,122,4,2,8,2,4119,1,1,40,136,40,2008,2,4,17,1020,1
1,209,52,38,1,4,1,4119,1,2,10,9,180,2008,2,4,19,1150,2
1,119,609,4,1,3,2,4119,1,1,170,700,1285,2008,2,4,23,1380,2
1,5,428,4,1,1,1,4119,1,1,180,515,190,2008,2,5,10,600,3
1,5,215,38,1,3,1,4119,1,1,110,167,182,2008,2,5,12,778,3
1,139,20,4,1,1,1,4119,1,1,170,769,155,2008,2,5,18,1135,1
1,139,1,4,1,1,1,4119,1,1,170,769,155,2008,2,5,18,1135,1
1,5,1414,4,1,6,5,4123,1,1,340,14,1180,2008,2,5,20,1210,2
1,5,70,4,1,4,1,4119,1,1,90,82,1325,2008,2,5,23,1405,2
1,5,336,11,1,4,1,4119,1,1,70,401,85,2008,2,6,1,85,4
1,142,12,4,1,3,2,4119,1,2,65,1841,106,2008,2,6,9,579,3
1,209,380,4,1,6,1,4119,1,1,340,38,355,2008,2,6,11,665,3
1,142,380,4,1,11,1,4119,1,2,340,403,344,2008,2,6,11,716,3
1,142,380,4,1,11,1,4119,1,2,340,403,344,2008,2,6,11,716,3
1,5,379,4,1,3,1,4119,1,2,15,136,70,2008,2,6,17,1020,1
1,5,21,4,1,6,1,4123,1,1,340,14,1085,2008,2,6,18,1100,1
1,5,1258,4,1,3,1,4119,1,2,35,721,65,2008,2,6,18,1100,1
1,231,30,4,1,3,1,4119,1,2,10,34,70,2008,2,6,19,1170,2
1,142,171,4,1,4,2,4119,1,1,190,49,1245,2008,2,6,22,1335,2
3,201,13,4,1,4,1,4119,1,1,70,1194,110,2008,2,0,8,510,3
3,5,210,38,2,8,2,4119,1,1,40,34,30,2008,2,0,8,510,3
1,5,12,4,1,3,1,4119,1,1,220,13,345,2008,2,0,9,540,3
1,5,38,11,1,11,1,4123,1,1,350,40,510,2008,2,0,10,600,3
1,1,1,11,1,1,1,4123,1,1,160,1,155,2008,2,0,11,665,3
1,1,1511,11,1,7,1,4123,1,1,360,733,305,2008,2,0,10,655,3
1,1,3,38,1,6,1,4119,1,1,100,1842,120,2008,2,0,13,810,1
3,5,1504,4,4,4,2,4119,1,1,140,22,335,2008,2,0,13,785,1
1,209,338,45,1,1,2,4119,1,1,340,403,377,2008,2,0,14,878,1
1,142,258,45,1,4,2,4119,1,1,110,289,155,2008,2,0,18,1135,1
3,5,122,4,2,6,2,4119,1,1,40,1706,25,2008,2,0,17,1025,1
1,209,1512,45,1,7,2,4119,1,1,720,1843,910,2008,2,0,18,1090,1
1,144,12,4,1,16,2,3301,1,1,220,13,185,2008,2,0,17,1060,1
1,5,867,4,1,11,1,4119,1,1,110,981,85,2008,2,0,21,1285,2
3,5,81,4,2,12,1,4119,1,1,360,392,500,2008,2,1,6,360,4
3,216,1513,4,1,6,2,4119,1,1,370,38,465,2008,2,1,6,360,4
3,5,13,38,2,4,2,4119,1,1,40,480,40,2008,2,1,8,510,3
1,5,10,4,1,7,1,4119,1,1,340,30,370,2008,2,1,12,755,3
1,1,59,38,1,4,1,4119,1,1,160,377,175,2008,2,1,15,935,1
1,1,1,38,1,1,1,4123,1,1,160,1,175,2008,2,1,15,905,1
2,1,774,38,1,11,1,4119,1,1,8,135,165,2008,2,1,17,1035,1
1,1,215,11,1,10,1,4123,1,1,110,167,155,2008,2,1,17,1060,1
1,5,289,4,1,6,1,4119,1,1,440,200,1155,2008,2,1,20,1230,2
1,5,25,4,1,1,1,4119,1,1,170,28,155,2008,2,1,21,1265,2
1,1,1514,38,1,6,1,4119,1,1,80,1844,85,2008,2,2,1,75,4
1,1,5,38,1,3,1,4123,1,1,340,38,360,2008,2,2,7,420,3
3,5,715,4,1,11,4,4119,1,1,340,39,490,2008,2,2,7,450,3
3,5,210,38,2,6,2,4119,1,1,40,1389,35,2008,2,2,8,505,3
1,1,283,38,1,7,1,4119,1,1,350,1845,337,2008,2,2,10,653,3
3,5,1504,4,4,4,4,4119,1,1,140,22,330,2008,2,2,13,780,1
3,5,351,4,4,3,4,4119,1,1,130,415,125,2008,2,2,14,885,1
1,5,171,4,1,11,1,4119,1,1,190,466,210,2008,2,2,16,1010,1
3,5,122,4,2,6,4,4119,1,1,40,1249,40,2008,2,2,17,1020,1
1,5,100,4,1,3,1,4119,1,1,110,106,145,2008,2,2,17,1030,1
1,5,10,4,1,6,1,4119,1,1,360,6,290,2008,2,2,17,1060,1
1,5,1515,4,1,11,1,4119,1,1,180,1444,1280,2008,2,2,21,1295,2
1,5,932,38,1,1,1,4119,1,1,350,6,415,2008,2,3,6,375,4
1,5,633,4,2,12,1,4119,1,1,340,30,600,2008,2,3,6,390,4
1,5,21,4,1,11,1,4119,1,1,340,30,490,2008,2,3,7,450,3
1,5,12,4,1,3,1,4119,1,1,220,13,435,2008,2,3,7,450,3
1,5,21,4,1,11,1,4119,1,1,340,30,490,2008,2,3,7,450,3
1,5,88,38,1,6,1,4119,1,1,420,133,540,2008,2,3,12,720,3
3,5,210,38,1,4,4,4123,1,1,20,1846,155,2008,2,3,13,805,1
1,5,426,4,1,3,1,4119,1,1,150,513,140,2008,2,3,15,940,1
1,5,21,4,1,11,1,4123,1,1,510,14,930,2008,2,3,18,1080,1
1,209,1368,45,3,4,2,4119,1,1,140,1612,1310,2008,2,3,21,1310,2
1,5,182,38,1,4,1,4119,1,1,230,76,240,2008,2,4,0,0,4
1,209,10,45,1,3,2,4119,1,1,340,1847,450,2008,2,4,6,360,4
3,5,558,4,2,7,2,4119,1,1,780,982,600,2008,2,4,5,300,4
3,5,81,4,1,6,2,4123,1,1,360,659,580,2008,2,4,6,360,4
3,209,180,20,1,4,2,4123,1,2,15,129,20,2008,2,4,8,490,3
3,5,210,38,2,4,2,4123,1,2,40,129,45,2008,2,4,8,510,3
1,5,88,38,1,1,1,4123,1,1,420,294,420,2008,2,4,12,720,3
1,5,572,38,1,11,1,4123,1,1,340,40,380,2008,2,4,12,775,3
3,5,1504,4,4,4,2,4119,1,1,140,22,280,2008,2,4,13,800,1
1,1,94,38,1,3,1,4119,1,1,140,98,125,2008,2,4,18,1080,1
3,5,122,4,2,6,2,4119,1,1,40,580,45,2008,2,4,17,1020,1
1,142,1461,4,3,12,2,4119,1,1,90,489,120,2008,2,4,18,1105,1
1,1,241,4,1,4,1,4119,1,1,200,267,435,2008,2,4,20,1215,2
1,1,141,38,1,4,1,4119,1,1,110,156,1340,2008,2,4,23,1400,2
1,5,408,38,1,4,2,4119,1,1,90,495,95,2008,2,5,1,75,4
1,5,10,38,1,3,1,4123,1,1,340,38,1190,2008,2,5,20,1205,2
1,5,10,11,1,7,1,4123,1,1,340,38,1155,2008,2,5,20,1245,2
1,5,10,38,1,11,1,4123,1,1,340,38,1165,2008,2,5,23,1405,2
1,5,21,4,1,7,1,4123,1,1,340,14,360,2008,2,6,10,630,3
1,5,869,38,1,3,1,4119,1,2,35,1848,60,2008,2,6,16,990,1
1,144,639,38,1,1,2,4123,1,1,340,742,655,2008,2,0,7,420,3
1,209,639,38,1,1,2,4123,1,1,340,742,655,2008,2,0,7,420,3
3,5,21,4,1,3,4,4123,1,1,340,14,360,2008,2,0,8,480,3
3,5,210,38,2,4,2,4119,1,1,40,1849,55,2008,2,0,8,505,3
1,209,932,38,1,7,2,4119,1,1,350,408,455,2008,2,0,10,625,3
3,5,1504,4,4,4,2,4119,1,1,140,22,290,2008,2,0,13,790,1
3,5,210,38,1,11,4,4119,1,1,10,34,100,2008,2,0,13,810,1
1,5,21,4,1,11,1,4123,1,1,340,14,350,2008,2,0,15,910,1
1,5,20,4,1,3,1,4119,1,1,140,22,130,2008,2,0,15,950,1
3,5,122,4,2,8,2,4119,1,1,40,254,35,2008,2,0,18,1085,1
1,5,96,4,1,5,1,4119,1,1,130,100,140,2008,2,0,17,1070,1
1,142,1221,4,1,3,2,4119,1,1,100,1482,1290,2008,2,0,22,1350,2
1,5,1516,38,1,3,1,4119,1,1,340,6,350,2008,2,1,6,390,4
3,5,906,4,2,12,4,4119,1,1,340,403,240,2008,2,1,7,420,3
3,209,380,38,1,1,4,4119,1,1,340,6,450,2008,2,1,7,420,3
3,5,1517,38,1,7,4,4119,1,1,410,1850,460,2008,2,1,8,485,3
3,5,13,38,2,4,4,4119,1,1,40,480,40,2008,2,1,8,510,3
12,144,302,38,1,4,2,4119,1,1,20,1171,110,2008,2,1,9,570,3
1,5,88,38,1,11,1,4123,1,1,420,423,425,2008,2,1,11,685,3
1,5,1518,38,1,6,1,4123,1,1,405,1851,335,2008,2,1,12,720,3
1,5,572,38,1,3,1,4123,1,1,350,569,395,2008,2,1,12,775,3
1,5,682,38,1,4,1,4119,1,1,190,403,150,2008,2,1,13,810,1
1,142,1051,38,1,4,1,4119,1,1,15,1194,30,2008,2,1,16,990,1
1,142,299,38,1,4,2,4119,1,1,5,347,30,2008,2,1,19,1180,2
1,142,81,38,1,1,2,4119,1,1,340,408,380,2008,2,1,16,975,1
1,142,1519,38,1,7,2,4119,1,1,660,8,400,2008,2,1,16,980,1
1,209,159,38,1,6,2,4119,1,1,110,167,140,2008,2,1,18,1110,1
1,5,906,38,1,11,1,4123,1,1,360,24,1185,2008,2,1,21,1275,2
1,5,581,38,1,4,1,4119,1,1,100,534,95,2008,2,1,21,1275,2
1,5,445,38,1,3,1,4119,1,1,95,303,112,2008,2,1,21,1280,2
1,5,195,38,1,4,1,4119,1,1,40,206,1320,2008,2,1,22,1370,2
1,209,13,38,1,11,2,4119,1,1,420,1852,435,2008,2,2,7,450,3
1,5,180,38,1,11,2,4119,1,1,420,1853,330,2008,2,2,7,450,3
3,5,210,38,2,6,2,4119,1,1,40,305,150,2008,2,2,8,510,3
3,5,604,38,2,3,4,4119,1,1,5,6,10,2008,2,2,9,580,3
1,5,3,38,1,3,1,4119,1,1,100,3,110,2008,2,2,10,600,3
3,5,13,38,1,4,4,4119,1,1,20,1463,110,2008,2,2,11,660,3
1,5,1,38,1,11,1,4119,1,1,220,1854,315,2008,2,2,15,905,1
3,5,1504,4,4,4,2,4119,1,1,140,60,340,2008,2,2,13,780,1
3,5,588,38,2,11,2,4119,1,1,20,1855,85,2008,2,2,13,835,1
3,5,401,4,1,6,1,4119,1,1,70,1719,50,2008,2,2,13,815,1
3,5,12,4,1,6,1,4119,1,1,235,13,210,2008,2,2,14,890,1
1,5,1520,38,1,11,1,4119,1,1,220,1854,315,2008,2,2,15,905,1
3,5,122,4,2,8,2,4119,1,1,40,1856,55,2008,2,2,16,1010,1
1,5,1521,38,1,1,1,4119,1,2,140,1857,155,2008,2,2,18,1135,1
1,5,80,4,1,1,1,4119,1,2,140,1857,155,2008,2,2,18,1135,1
1,5,257,38,1,4,1,4119,1,1,70,287,90,2008,2,2,19,1185,2
1,5,706,4,1,3,1,4119,1,1,60,805,85,2008,2,2,20,1250,2
1,5,246,4,1,4,1,4119,1,1,30,271,40,2008,2,2,21,1280,2
1,5,88,38,1,3,1,4123,1,1,420,294,530,2008,2,3,11,660,3
1,5,88,38,1,1,1,4123,1,1,420,432,520,2008,2,3,11,680,3
1,5,27,38,1,11,1,4119,1,1,140,1160,155,2008,2,3,14,880,1
1,5,255,38,1,4,1,4119,1,2,15,256,50,2008,2,3,18,1085,1
1,5,16,4,1,11,1,4119,1,1,10,204,45,2008,2,3,18,1080,1
1,5,1051,38,1,4,1,4119,1,1,35,1194,65,2008,2,3,19,1155,2
1,5,59,4,1,4,1,4119,1,2,160,377,150,2008,2,3,20,1230,2
1,5,961,4,1,7,1,4123,1,1,660,1858,1030,2008,2,3,20,1240,2
1,5,474,31,1,6,1,4123,1,1,360,1585,1155,2008,2,3,22,1365,2
1,5,787,31,1,4,1,4119,1,1,130,896,1290,2008,2,3,23,1405,2
3,5,210,38,2,4,4,4119,1,1,40,1332,50,2008,2,4,8,510,3
1,142,1522,4,1,3,2,4119,1,1,90,1229,120,2008,2,4,13,820,1
3,201,401,4,1,4,4,4119,1,1,70,1194,70,2008,2,4,12,740,3
1,142,299,4,1,11,2,4119,1,1,80,1362,100,2008,2,4,14,860,1
3,5,1504,4,4,4,2,4119,1,1,140,22,350,2008,2,4,13,780,1
1,5,257,4,1,3,1,4119,1,1,70,287,130,2008,2,4,17,1070,1
1,5,241,4,1,12,1,4119,1,1,240,267,225,2008,2,4,15,950,1
3,5,122,4,2,6,2,4119,1,1,40,254,50,2008,2,4,16,1015,1
1,5,1523,38,1,7,1,4119,1,1,100,195,145,2008,2,4,14,890,1
3,5,1524,4,1,4,1,4119,1,1,10,1859,35,2008,2,4,19,1165,2
1,209,787,4,1,4,2,4119,1,1,130,86,1320,2008,2,4,23,1390,2
1,142,180,4,1,6,2,4123,1,1,420,1037,290,2008,2,5,7,420,3
1,5,70,4,1,4,1,4119,1,2,90,82,120,2008,2,5,10,645,3
1,5,179,4,1,3,1,4119,1,1,120,1860,159,2008,2,5,14,871,1
1,154,338,4,1,6,2,4119,1,1,340,403,240,2008,2,5,15,930,1
1,209,24,4,1,3,2,4119,1,2,60,1861,90,2008,2,5,17,1035,1
1,209,46,45,3,4,2,4119,1,2,80,36,102,2008,2,5,18,1100,1
1,5,415,38,1,4,1,4119,1,2,50,125,75,2008,2,5,20,1255,2
1,5,89,38,1,4,1,4119,1,2,50,93,1355,2008,2,5,23,1390,2
3,5,401,4,1,4,4,4119,1,1,70,1194,40,2008,2,6,7,450,3
1,5,70,4,1,4,1,4119,1,1,90,82,135,2008,2,6,9,585,3
1,5,7,4,1,7,1,4119,1,1,660,8,375,2008,2,6,13,780,1
1,5,21,4,1,6,1,4123,1,1,340,24,285,2008,2,6,14,855,1
1,5,181,4,1,4,1,4119,1,1,120,194,130,2008,2,6,20,1210,2
1,5,24,4,1,3,1,4119,1,1,70,401,65,2008,2,6,21,1270,2
1,5,1525,4,2,4,1,4119,1,1,220,1862,1240,2008,2,6,23,1380,2
1,5,182,4,2,4,1,4119,1,1,220,1862,1240,2008,2,6,23,1380,2
1,5,21,4,1,3,1,4123,1,1,340,24,360,2008,2,0,6,390,4
3,5,21,38,2,12,4,4119,1,1,340,24,340,2008,2,0,7,420,3
1,5,10,38,1,1,2,4119,1,1,340,6,630,2008,2,0,7,420,3
3,5,604,38,2,6,4,4119,1,1,340,1863,450,2008,2,0,8,510,3
2,5,302,38,2,11,3,4119,1,1,15,1171,75,2008,2,0,8,505,3
3,5,210,38,2,8,2,4119,1,1,40,551,30,2008,2,0,8,510,3
3,5,37,38,2,7,4,4119,1,1,340,557,499,2008,2,0,8,531,3
3,201,401,4,1,4,4,4119,1,1,70,1194,60,2008,2,0,12,720,3
3,5,1504,4,4,4,4,4119,1,1,140,22,315,2008,2,0,13,795,1
3,5,13,38,1,11,4,4119,1,2,20,1463,110,2008,2,0,13,810,1
1,5,3,38,1,11,1,4119,1,1,110,513,139,2008,2,0,15,951,1
1,5,59,38,1,4,1,4119,1,1,160,377,140,2008,2,0,19,1140,2
3,5,122,4,2,6,4,4119,1,1,40,1249,40,2008,2,0,17,1020,1
1,5,242,38,1,3,1,4119,1,1,90,268,135,2008,2,0,17,1025,1
1,5,10,38,1,6,1,4119,1,1,340,30,1070,2008,2,0,18,1095,1
1,5,21,38,1,1,1,4119,1,1,340,30,550,2008,2,1,7,450,3
1,209,948,38,1,3,1,4119,1,1,340,30,620,2008,2,1,7,450,3
1,5,10,38,1,7,1,4119,1,1,360,6,410,2008,2,1,8,520,3
33,1,210,38,1,5,1,4103,1,2,32,1194,44,2008,2,1,10,631,3
1,1,70,38,1,4,1,4119,1,1,90,82,155,2008,2,1,13,805,1
1,1,230,4,1,6,1,4119,1,1,130,253,155,2008,2,1,13,805,1
1,5,1526,4,1,11,1,4119,1,1,350,1864,435,2008,2,1,13,805,1
1,142,380,4,1,7,2,4119,1,1,340,408,360,2008,2,1,15,930,1
1,1,59,38,1,4,1,4119,1,1,160,377,1310,2008,2,1,22,1355,2
1,5,572,38,1,3,1,4123,1,1,350,1865,510,2008,2,2,7,420,3
1,5,572,38,1,11,1,4123,1,1,350,1866,520,2008,2,2,8,480,3
3,5,13,38,1,5,4,4119,1,1,20,1666,125,2008,2,2,8,495,3
3,5,210,38,2,8,2,4119,1,1,40,1867,45,2008,2,2,8,510,3
1,5,1060,38,2,7,1,4119,1,1,340,578,310,2008,2,2,11,670,3
1,5,21,38,1,1,1,4123,1,1,340,24,390,2008,2,2,11,690,3
3,201,401,4,1,6,4,4119,1,1,70,1719,60,2008,2,2,12,750,3
3,5,1504,4,4,4,2,4119,1,2,140,22,320,2008,2,2,13,790,1
1,139,5,38,1,12,2,4123,1,1,340,38,345,2008,2,2,15,905,1
1,139,77,4,1,4,2,4119,1,2,100,215,125,2008,2,2,19,1145,2
3,5,122,4,2,3,2,4119,1,1,40,136,55,2008,2,2,17,1020,1
1,5,5,95,1,11,1,4123,1,1,340,38,325,2008,2,2,17,1070,1
1,209,1,4,1,3,1,4123,1,1,160,1,145,2008,2,2,17,1075,1
1,5,1419,38,1,3,1,4119,1,1,45,1697,69,2008,2,2,20,1226,2
1,5,25,38,1,1,1,4119,1,1,170,28,153,2008,2,2,20,1227,2
1,5,217,4,1,4,1,4119,1,1,180,49,1265,2008,2,2,21,1270,2
1,44,89,4,1,4,1,4119,1,1,50,93,65,2008,2,3,0,25,4
1,1,78,38,2,4,1,4119,1,1,90,84,80,2008,2,3,1,100,4
1,144,639,38,1,12,2,4119,1,1,340,496,565,2008,2,3,6,410,4
1,5,716,38,1,4,1,4123,1,1,220,13,430,2008,2,3,7,440,3
1,144,876,38,1,3,1,4119,1,1,350,30,455,2008,2,3,11,715,3
3,5,13,38,1,6,4,4119,1,1,10,551,190,2008,2,3,14,840,1
1,5,10,45,1,1,1,4119,1,1,340,403,360,2008,2,3,13,810,1
1,5,1,4,1,4,1,4123,1,1,160,1,145,2008,2,3,14,890,1
1,5,195,11,2,11,1,4119,1,1,50,206,95,2008,2,3,16,965,1
1,142,100,38,1,5,2,4119,1,1,100,106,160,2008,2,3,16,970,1
1,5,1,45,1,4,1,4119,1,1,160,1,170,2008,2,3,17,1050,1
1,5,407,45,1,1,1,4119,1,1,80,493,85,2008,2,3,19,1170,2
1,5,10,45,2,3,1,4119,1,1,340,6,1085,2008,2,3,20,1205,2
1,5,59,38,1,4,1,4119,1,1,120,377,1305,2008,2,3,22,1340,2
12,5,633,4,2,12,2,4119,1,1,340,557,480,2008,2,4,6,390,4
1,139,1451,38,1,3,2,4119,1,1,110,167,170,2008,2,4,8,510,3
3,5,210,38,2,8,2,4119,1,1,40,551,30,2008,2,4,8,510,3
3,5,13,38,2,4,4,4119,1,1,15,551,150,2008,2,4,8,510,3
1,5,21,38,1,6,1,4123,1,1,340,14,315,2008,2,4,10,645,3
3,201,401,4,1,4,2,4119,1,1,70,1194,30,2008,2,4,12,750,3
3,5,1504,4,4,4,2,4119,1,1,140,22,330,2008,2,4,13,780,1
1,209,1,38,1,11,1,4123,1,1,160,1,180,2008,2,4,15,910,1
3,5,122,4,2,6,4,4119,1,1,40,1295,30,2008,2,4,17,1020,1
1,5,21,16,1,11,1,4123,1,1,340,14,1100,2008,2,4,21,1300,2
1,5,10,45,1,11,1,4123,1,1,340,14,1100,2008,2,4,21,1300,2
1,5,400,45,1,4,1,4119,1,1,50,308,60,2008,3,5,1,90,4
1,1,1527,11,1,4,1,4119,1,2,35,1868,100,2008,3,5,9,585,3
1,1,77,4,2,4,1,4119,1,2,100,20,130,2008,3,5,11,690,3
1,1,5,38,1,11,1,4123,1,1,340,38,340,2008,3,5,12,740,3
1,5,1528,4,1,6,1,4123,1,1,360,659,355,2008,3,5,14,890,1
1,5,107,11,1,7,1,4123,1,1,340,14,250,2008,3,5,16,1010,1
1,1,555,38,1,4,1,4119,1,1,100,170,110,2008,3,5,21,1270,2
1,5,1,45,2,4,1,4123,1,1,160,1,220,2008,3,6,9,555,3
1,5,92,16,1,11,1,4123,1,2,380,24,400,2008,3,6,9,595,3
1,139,10,45,1,11,1,4123,1,2,380,24,400,2008,3,6,9,595,3
1,5,92,4,1,6,1,4123,1,1,340,24,255,2008,3,6,13,825,1
1,5,40,4,1,4,1,4119,1,1,50,42,70,2008,3,6,20,1210,2
1,5,101,4,1,4,1,4119,1,1,190,107,1275,2008,3,6,23,1405,2
1,1,23,38,1,3,1,4119,1,2,42,26,1365,2008,3,6,23,1430,2
1,1,299,38,2,4,1,4119,1,1,70,347,60,2008,3,0,2,130,4
1,5,716,45,1,3,1,4119,1,1,220,13,510,2008,3,0,7,420,3
1,5,716,45,1,1,1,4119,1,1,220,13,490,2008,3,0,7,440,3
3,5,13,38,2,6,2,4119,1,1,40,136,30,2008,3,0,8,510,3
1,5,10,45,1,11,1,4119,1,1,350,6,450,2008,3,0,10,600,3
1,5,88,4,1,6,1,4119,1,1,420,165,515,2008,3,0,10,645,3
1,5,230,4,1,3,1,4119,1,1,120,1869,175,2008,3,0,16,965,1
1,5,15,11,2,12,1,4119,1,2,110,1870,150,2008,3,0,15,945,1
1,5,46,38,2,12,1,4119,1,2,110,1870,150,2008,3,0,15,945,1
3,201,401,4,1,4,4,4119,1,1,70,1194,55,2008,3,0,12,745,3
3,5,20,4,4,4,4,4119,1,1,140,22,330,2008,3,0,13,780,1
1,209,180,38,1,5,2,4119,1,2,20,551,105,2008,3,0,13,825,1
1,5,318,4,2,3,1,4119,1,1,120,1869,175,2008,3,0,16,965,1
3,5,122,4,2,7,1,4119,1,2,40,138,59,2008,3,0,17,1021,1
1,5,21,45,1,7,1,4123,1,1,340,24,1105,2008,3,0,18,1105,1
1,5,1481,11,1,4,1,4119,1,1,90,567,100,2008,3,0,19,1145,2
1,5,1213,4,1,3,1,4119,1,2,10,1403,30,2008,3,0,20,1210,2
1,5,178,4,1,3,1,4119,1,1,130,188,1325,2008,3,0,22,1345,2
1,5,261,45,1,4,1,4119,1,1,100,292,1310,2008,3,0,22,1370,2
1,5,1529,4,2,6,2,4119,1,1,410,1871,490,2008,3,1,7,450,3
1,5,218,38,1,7,1,4119,1,1,340,408,385,2008,3,1,9,575,3
1,5,296,38,1,11,1,4119,1,1,150,351,140,2008,3,1,11,710,3
3,130,12,4,2,4,1,4119,1,1,220,13,315,2008,3,1,13,780,1
1,154,1454,45,1,1,1,4119,1,1,340,30,375,2008,3,1,13,810,1
1,5,283,45,1,3,1,4119,1,1,350,30,405,2008,3,1,14,855,1
1,5,1530,45,1,11,1,4119,1,1,130,370,130,2008,3,1,14,860,1
1,5,80,4,1,5,1,4119,1,1,130,86,155,2008,3,1,14,880,1
1,5,10,45,1,6,1,4119,1,1,360,30,260,2008,3,1,18,1105,1
1,5,77,11,2,1,1,4119,1,1,2,83,10,2008,3,1,23,1390,2
1,5,673,38,2,11,1,4119,1,1,180,99,1265,2008,3,1,23,1415,2
1,5,119,38,1,1,1,4119,1,1,150,81,1300,2008,3,1,23,1415,2
3,5,210,38,2,6,4,4119,1,1,40,1332,40,2008,3,2,8,510,3
40,142,289,38,2,13,2,4119,1,1,420,666,480,2008,3,2,9,540,3
21,63,210,4,1,18,3,4103,1,2,40,15,62,2008,3,2,10,613,3
1,154,376,45,1,12,1,4119,1,1,40,132,60,2008,3,2,10,650,3
1,5,492,45,1,3,1,4119,1,1,350,329,520,2008,3,2,11,710,3
3,201,401,4,1,6,2,4119,1,1,70,1194,50,2008,3,2,12,740,3
3,5,20,4,4,6,2,4119,1,1,140,22,300,2008,3,2,13,780,1
1,144,119,4,1,11,2,4119,1,1,160,81,175,2008,3,2,13,815,1
1,59,1344,4,1,3,2,4119,1,1,80,1556,110,2008,3,2,20,1250,2
1,142,59,4,1,1,2,4119,1,1,160,644,155,2008,3,2,18,1095,1
1,142,181,45,1,11,2,4119,1,1,120,194,135,2008,3,2,14,885,1
1,142,1531,4,1,11,1,4119,1,1,140,332,145,2008,3,2,19,1190,2
1,144,10,38,1,10,2,4119,1,1,340,408,240,2008,3,2,16,960,1
1,142,119,4,1,4,2,4119,1,1,160,81,155,2008,3,2,18,1095,1
1,5,1519,4,1,7,2,4119,1,1,660,1872,605,2008,3,3,5,330,4
3,31,10,4,1,3,4,4119,1,1,360,408,630,2008,3,3,6,390,4
